Date,Title,Kicker,Image,Link,Word_Count_Title,Word_Count_Kicker,Character_Count_Title,Character_Count_Kicker,Capital_Words_Kicker,Sentiment_Title,Sentiment_Kicker,Keyword_Frequency_Title,Keyword_Frequency_Kicker,Readability_Score_Title,Readability_Score_Kicker,Title_Complexity
2025-02-12,SOUGHT TO DELAY APPROVAL OF NEW CASINO,Iowa gaming commissioners reject Riverside Casino’s bid to pause Linn County gambling license,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/02/10/72433/1739196073-cedar-crossing-casino-iowa-render-04.jpg,https://www.yogonet.com/international/news/2025/02/12/94903-iowa-gaming-commissioners-reject-riverside-casinos-bid-to-pause-linn-county-gambling-license,7,13,38,93,"['Iowa', 'Riverside', 'Linn', 'County']",0.13636363636363635,0.0,"{'to': 1, 'in': 0, 'of': 1, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 1, 'new': 0}",0.0,0.0,4.571428571428571
2025-02-11,WASHINGTON PLAYERS LOST NEARLY $18M,High 5 Games ordered to pay $25M in landmark social casino class action,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/01/26/61135/1706275732-justicia-ley-generica-08.jpg,https://www.yogonet.com/international/news/2025/02/11/94781-high-5-games-ordered-to-pay-25m-in-landmark-social-casino-class-action,5,13,35,71,"['High', 'Games', '$25M']",0.1,0.09777777777777778,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.2
2025-02-07,LEGAL BATTLE LAUNCHES,"Alaska sues U.S. Interior Department over tribal land jurisdiction, putting Eklutna gambling hall at risk",https://imagenesyogonet.b-cdn.net/data/imagenes/2020/01/06/29621/1625344143-vista-anchorage-alaska.jpg,https://www.yogonet.com/international/news/2025/02/07/94430-alaska-sues-us-interior-department-over-tribal-land-jurisdiction-putting-eklutna-gambling-hall-at-risk,3,15,21,105,"['Alaska', 'U.S.', 'Interior', 'Department', 'Eklutna']",0.2,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,30.022500000000008,6.333333333333333
2025-02-06,VIOLATES PROVINCIAL GAMING LAWS,Canada: Manitoba seeks court order to block offshore gambling site Bodog,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/10/18/49932/1666114831-juego-online-generica-16-apuestas.jpg,https://www.yogonet.com/international/news/2025/02/06/94308-canada-manitoba-seeks-court-order-to-block-offshore-gambling-site-bodog,4,11,31,72,"['Canada:', 'Manitoba', 'Bodog']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.0
2025-02-03,LEGAL BATTLE ENDS WITH COMMERCIAL DEAL,"Aviator LLC and Flutter settle trademark dispute, agree to long-term gaming partnership",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/02/03/72244/1738595858-aviator-crash-game.jpg,https://www.yogonet.com/international/news/2025/02/03/93944-aviator-llc-and-flutter-settle-trademark-dispute-agree-to-longterm-gaming-partnership,6,12,38,87,"['Aviator', 'Flutter']",0.1,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 1, 'gaming': 1, 'new': 0}",0.0,0.0,5.5
2025-01-28,BREACHES OCCURRED IN 2019 AND 2023,MGM to pay $45 million in a consolidated class-action lawsuit settlement over data breaches  ,https://imagenesyogonet.b-cdn.net/data/imagenes/2021/09/21/39300/1633371931-mgm-grand-hotel-casino-vegas-cartel.jpg,https://www.yogonet.com/international/news/2025/01/28/93282-mgm-to-pay-45-million-in-a-consolidated-classaction-lawsuit-settlement-over-data-breaches,6,14,34,93,[],0.0,0.0,"{'to': 0, 'in': 1, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 1, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.833333333333333
2025-01-27,"CLAIMANT LOST $57,000 OVER A DECADE",UK High Court rules Sky Bet illegally collected problem gambler’s data,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/11/23/59838/1700777629-united-kingdom-uk-generica.jpg,https://www.yogonet.com/international/news/2025/01/27/93178-uk-high-court-rules-sky-bet-illegally-collected-problem-gamblers-data,6,11,35,70,"['High', 'Court', 'Sky', 'Bet']",0.0,-0.16999999999999998,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 1, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.0
2025-01-27,TIGHTER RULES MAY STALL GAMBLING EXPANSION,"DeSantis' referendum crackdown could hinder Trump’s Florida casino ambitions, says CNN",https://imagenesyogonet.b-cdn.net/data/imagenes/2022/01/03/41679/1641221774-ron-desantis-gobernador-florida.jpg,https://www.yogonet.com/international/news/2025/01/27/93165-desantis-39-referendum-crackdown-could-hinder-trumps-florida-casino-ambitions-says-cnn,6,11,42,86,['Florida'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 1, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.166666666666667
2025-01-24,BETTING-RELATED FRAUD,Sevilla player Kike Salas awaits trial post arrest over match-fixing allegations,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/14/71482/1736881027-kike-salas-sevilla-fc.jpg,https://www.yogonet.com/international/news/2025/01/24/92912-sevilla-player-kike-salas-awaits-trial-post-arrest-over-matchfixing-allegations,2,11,21,80,"['Sevilla', 'Kike', 'Salas']",0.0,-0.05,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,10.0
2025-01-20,SEEKS REFUNDS 'FAST CODE' BETTORS,Sportsbet faces class action in Victoria’s Supreme Court over alleged illegal in-game betting practices,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/05/31/64761/1717171054-sportsbet-app-generica.jpg,https://www.yogonet.com/international/news/2025/01/20/92441-sportsbet-faces-class-action-in-victorias-supreme-court-over-alleged-illegal-ingame-betting-practices,5,14,33,103,"['Sportsbet', 'Supreme', 'Court']",0.2,-0.16666666666666666,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.8
2025-01-08,REGULATORY OVERSIGHT PASSES TO DNIT,"Paraguay approves overhaul of gambling laws to end monopolies, boost regulation",https://imagenesyogonet.b-cdn.net/data/imagenes/2023/01/03/51411/1672780947-juego-casino-paraguay-generica.jpg,https://www.yogonet.com/international/news/2025/01/08/91150-paraguay-approves-overhaul-of-gambling-laws-to-end-monopolies-boost-regulation,5,11,35,79,['Paraguay'],0.0,0.0,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 1, 'the': 0, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.2
2025-01-07,A LAWSUIT FILED BY THREE TRIBES,Oregon: Federal judge rejects effort to halt Coquille Tribe’s Medford casino construction,https://imagenesyogonet.b-cdn.net/data/imagenes/2017/01/23/12150/1625211243-coquille-indian-tribe-oregon-us.jpg,https://www.yogonet.com/international/news/2025/01/07/91053-oregon-federal-judge-rejects-effort-to-halt-coquille-tribes-medford-casino-construction,6,12,31,89,"['Oregon:', 'Federal', 'Coquille', 'Medford']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 1, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.333333333333333
2025-01-07,PLAINTIFFS DISPUTE HISA FEE METHODOLOGY,NYRA withdraws from horse safety lawsuit as Churchill Downs continues legal fight,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/05/06/64075/1715016508-150-kentucky-derby-churchill-downs-louisville-2024.jpg,https://www.yogonet.com/international/news/2025/01/07/90939-nyra-withdraws-from-horse-safety-lawsuit-as-churchill-downs-continues-legal-fight,5,12,39,81,"['Churchill', 'Downs']",0.0,0.2,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.0
2025-01-06,ALLEGEDLY TOOK MORE THAN $500K IN KICKBACKS,Former Pace-O-Matic compliance director facing racketeering charges,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/02/15/52287/1676482720-pace-o-matic-headquarters.jpg,https://www.yogonet.com/international/news/2025/01/06/90936-former-paceomatic-compliance-director-facing-racketeering-charges,7,7,43,67,"['Former', 'Pace-O-Matic']",0.2,0.0,"{'to': 0, 'in': 1, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.285714285714286
2025-02-25,TRACKS MIGHT OPERATE WITHOUT LIVE RACING,"Florida bill could threaten future of horse racing, industry stakeholders warn",https://imagenesyogonet.b-cdn.net/data/imagenes/2023/10/20/58850/1697811766-horse-racing-generic.jpg,https://www.yogonet.com/international/news/2025/02/25/96195-florida-bill-could-threaten-future-of-horse-racing-industry-stakeholders-warn,6,11,40,78,['Florida'],0.13636363636363635,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.833333333333333
2024-12-10,BETFAIR CO-FOUNDER LATEST TO JOIN DEBATE,Racing industry urges UK government to protect sector amid decline in betting turnover,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/10/20/58850/1697811766-horse-racing-generic.jpg,https://www.yogonet.com/international/news/2024/12/10/88152-racing-industry-urges-uk-government-to-protect-sector-amid-decline-in-betting-turnover,6,13,40,86,['Racing'],0.5,0.0,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.833333333333333
2024-09-24,FINAL GROUP ONE RACE ON OCTOBER 26,William Hill reclaims sponsorship of Futurity Trophy for 2024,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/24/68139/1727190142-william-hill-futurity-trophy-week-2024.jpg,https://www.yogonet.com/international/news/2024/09/24/79753-william-hill-reclaims-sponsorship-of-futurity-trophy-for-2024,7,9,34,61,"['William', 'Hill', 'Futurity', 'Trophy']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 1, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 1, 'gambling': 0, 'the': 0, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.0
2024-09-23,ON DECEMBER 28,New Jersey: Oldest U.S. horse racing track Freehold Raceway to close after nearly two centuries,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/23/68085/1727101018-freehold-raceway.jpg,https://www.yogonet.com/international/news/2024/09/23/79642-new-jersey-oldest-us-horse-racing-track-freehold-raceway-to-close-after-nearly-two-centuries,3,15,14,95,"['New', 'Jersey:', 'Oldest', 'U.S.', 'Freehold', 'Raceway']",0.0,0.11818181818181818,"{'to': 0, 'in': 0, 'of': 0, 'on': 1, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 1}",0.0,46.942499999999995,4.0
2024-09-13,FIVE-YEAR DEAL,BoyleSports and VirginBet ink major horse racing sponsorship deals in Ireland and the UK,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/10/20/58850/1697811766-horse-racing-generic.jpg,https://www.yogonet.com/international/news/2024/09/13/78486-boylesports-and-virginbet-ink-major-horse-racing-sponsorship-deals-in-ireland-and-the-uk,2,14,14,88,['Ireland'],0.0,0.0625,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 0, 'and': 2, 'gaming': 0, 'new': 0}",0.0,0.0,6.5
2024-09-02,TO ENHANCE FAN ENGAGEMENT,Hong Kong Jockey Club to launch AI-powered horse racing customer experience,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/02/67405/1725284893-hkjc-hong-kong-jockey-club.jpg,https://www.yogonet.com/international/news/2024/09/02/77382-hong-kong-jockey-club-to-launch-aipowered-horse-racing-customer-experience,4,11,25,75,"['Hong', 'Kong', 'Jockey', 'Club']",0.0,0.0,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.5
2024-07-15,IN A LAST-MINUTE AGREEMENT,"NYRA and FanDuel strike deal, restoring Saratoga Race Course signal ahead of opening race",https://imagenesyogonet.b-cdn.net/data/imagenes/2021/03/26/35749/1625368742-nyra-bets-saratoga-horse-racing.jpg,https://www.yogonet.com/international/news/2024/07/15/73109-nyra-and-fanduel-strike-deal-restoring-saratoga-race-course-signal-ahead-of-opening-race,4,14,26,89,"['Saratoga', 'Race', 'Course']",0.0,0.0,"{'to': 0, 'in': 1, 'of': 0, 'on': 0, 'for': 0, 'a': 1, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 1, 'betting': 0, 'and': 1, 'gaming': 0, 'new': 0}",0.0,0.0,5.75
2024-07-08,EXPIRED AGREEMENT,Contract dispute between NYRA and FanDuelTV leads to racing blackout,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/10/20/58850/1697811766-horse-racing-generic.jpg,https://www.yogonet.com/international/news/2024/07/08/73026-contract-dispute-between-nyra-and-fandueltv-leads-to-racing-blackout,2,10,17,68,['Contract'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 1, 'gaming': 0, 'new': 0}",0.0,0.0,8.0
2024-06-10,RURAL RACING RETURNS,Nevada Gaming Control Board recommends horse racing dates for Ely and Elko,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/10/20/58850/1697811766-horse-racing-generic.jpg,https://www.yogonet.com/international/news/2024/06/10/72561-nevada-gaming-control-board-recommends-horse-racing-dates-for-ely-and-elko,3,12,20,74,"['Nevada', 'Gaming', 'Control', 'Board', 'Ely', 'Elko']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 1, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 1, 'gaming': 1, 'new': 0}",0.0,0.0,6.0
2024-05-07,11.1% HIGHER Y-O-Y,"150th Kentucky Derby generates $320.5 million in wagering, breaking previous records",https://imagenesyogonet.b-cdn.net/data/imagenes/2024/05/06/64075/1715016508-150-kentucky-derby-churchill-downs-louisville-2024.jpg,https://www.yogonet.com/international/news/2024/05/07/72046-150th-kentucky-derby-generates-3205-million-in-wagering-breaking-previous-records,3,11,18,84,"['Kentucky', 'Derby']",0.25,-0.16666666666666666,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",62.79000000000002,34.160909090909115,5.333333333333333
2024-04-25,"OWING TO LEGALIZED BETTING, 150TH ANNIVERSARY","Kentucky Derby 2024 betting handle expected to surpass previous mark, could reach record $300 M",https://imagenesyogonet.b-cdn.net/data/imagenes/2021/04/28/36242/1625370721-kentucky-derby-2020.jpg,https://www.yogonet.com/international/news/2024/04/25/71906-kentucky-derby-2024-betting-handle-expected-to-surpass-previous-mark-could-reach-record-300-m,6,15,45,95,"['Kentucky', 'Derby', 'M']",0.0,-0.13333333333333333,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.666666666666667
2024-04-03,"LAST YEAR’S EVENT RAISED $14,000",UK: Over 50 MPs rally behind BGC's Grand National Charity Bet drive,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/04/13/44858/1649859697-grand-national-2022.jpg,https://www.yogonet.com/international/news/2024/04/03/71548-uk-over-50-mps-rally-behind-bgc-39s-grand-national-charity-bet-drive,5,12,32,67,"['Over', 'Grand', 'National', 'Charity', 'Bet']",0.0,0.04999999999999999,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.6
2024-03-25,STAFF AND HORSE WELFARE IN JEOPARDY,Macau horse racing heads for the finish line amidst industry shockwaves,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/10/20/58850/1697811766-horse-racing-generic.jpg,https://www.yogonet.com/international/news/2024/03/25/71421-macau-horse-racing-heads-for-the-finish-line-amidst-industry-shockwaves,6,11,35,71,['Macau'],0.0,0.0,"{'to': 0, 'in': 1, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 1, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 1, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.0
2024-01-16,NO FURTHER TENDERING FOR CLUB TRACKS,Macau to end 40-year horse racing legacy in April amid jockey club's financial struggles,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/10/20/58850/1697811766-horse-racing-generic.jpg,https://www.yogonet.com/international/news/2024/01/16/70420-macau-to-end-40year-horse-racing-legacy-in-april-amid-jockey-club-39s-financial-struggles,6,14,36,88,"['Macau', 'April']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 1, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.166666666666667
2024-01-11,EXPECTED TO INCREASE SHORT-FORM BETTING,SIS to showcase horse racing from Poland as part of content expansion,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/01/10/60786/1704906379-conall-mcsorley-head-international-horse-racing-sis.jpg,https://www.yogonet.com/international/news/2024/01/11/70355-sis-to-showcase-horse-racing-from-poland-as-part-of-content-expansion,5,12,39,69,['Poland'],-0.1,0.0,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.0
2024-01-08,INCLUDES FULL NAMING RIGHTS,UK: Betfred extends sponsorship of Derby Festival until 2026,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/01/08/60734/1704731944-betfred-sponsor-epsom-derby.jpg,https://www.yogonet.com/international/news/2024/01/08/70321-uk-betfred-extends-sponsorship-of-derby-festival-until-2026,4,9,27,60,"['Betfred', 'Derby', 'Festival']",0.35,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.0
2024-01-04,FOLLOWING OTHER RECENT LAUNCHES,"Caesars launches Racebook product in Illinois, extending reach to 21 states",https://imagenesyogonet.b-cdn.net/data/imagenes/2023/08/18/56918/1692367817-caesars-racebook-saratoga-race-course.jpg,https://www.yogonet.com/international/news/2024/01/04/70280-caesars-launches-racebook-product-in-illinois-extending-reach-to-21-states,4,11,31,75,"['Caesars', 'Racebook', 'Illinois,']",-0.041666666666666664,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.0
2023-12-15,TO RACE AT EPSOM DOWNS AND ROYAL ASCOT,"Churchill Downs partners with British Jockey Club, Ascot Racecourse for international race incentives",https://imagenesyogonet.b-cdn.net/data/imagenes/2018/05/16/18832/1625237945-churchill-downs-02-entrada-estatua-barbaro.jpg,https://www.yogonet.com/international/news/2023/12/15/70091-churchill-downs-partners-with-british-jockey-club-ascot-racecourse-for-international-race-incentives,8,13,38,101,"['Churchill', 'Downs', 'British', 'Jockey', 'Club,', 'Ascot', 'Racecourse']",0.0,0.0,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 1, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 1, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,3.875
2023-11-06,"100,000 SIGNATURES CAN SPARK PARLIAMENT DEBATE",UK horseracing industry launches online petition against affordability checks,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/10/20/58850/1697811766-horse-racing-generic.jpg,https://www.yogonet.com/international/news/2023/11/06/69532-uk-horseracing-industry-launches-online-petition-against-affordability-checks,6,9,46,77,[],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.833333333333333
2023-11-06,SIGNED AGREEMENTS WITH GLOBAL OPERATORS,SIS announces comprehensive greyhound racing schedule for 2024 focused on bettor engagement,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/09/28/58094/1695916143-sis-sponsor-iowa-classic-day-race.jpg,https://www.yogonet.com/international/news/2023/11/06/69515-sis-announces-comprehensive-greyhound-racing-schedule-for-2024-focused-on-bettor-engagement,5,12,39,91,[],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 1, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.0
2025-03-07,CONCERNS OVER GAMBLING ADDICTION,Netherlands regulator cracks down on autoplay feature,https://imagenesyogonet.b-cdn.net/data/imagenes/2019/11/05/28580/1625340002-kansspelautoriteit-autoridad-juego-holanda.jpg,https://www.yogonet.com/international/news/2025/03/07/97392-netherlands-regulator-cracks-down-on-autoplay-feature,4,7,32,53,['Netherlands'],0.0,-0.15555555555555559,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 1, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.25
2025-03-06,14 DAYS TO CEASE OPERATIONS,Michigan regulator issues cease-and-desist orders to five offshore online casinos,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/10/24/50085/1666637459-juego-online-generica-17-apuestas.jpg,https://www.yogonet.com/international/news/2025/03/06/97272-michigan-regulator-issues-ceaseanddesist-orders-to-five-offshore-online-casinos,5,10,27,81,['Michigan'],0.0,0.0,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.6
